Site,Date,Depth,Temp,Source,ref_src,depth_used,dz,flag,dist_km,lon_used,lat_used,iy_used,ix_used,file
2_sar,2022-02-06,5,-1.2882778197526932,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-06,10,-1.2824182659387589,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-06,15,-1.103701874613762,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-06,20,-0.3009430021047592,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-07,5,-1.3842280134558678,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-07,10,-1.3278298079967499,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-07,15,-0.7338175401091576,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-07,20,-0.008697755634784698,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-08,5,-1.401074230670929,MY,ANFC,5.078224182128906,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-08,10,-1.3227026984095573,MY,ANFC,9.572997093200684,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-08,15,-0.5682851448655128,MY,ANFC,15.810070037841797,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
2_sar,2022-02-08,20,-0.25040435045957565,MY,ANFC,18.495559692382812,0.0,1,2.011441707919622,142.25,45.33333206176758,52,39,thetao_MY_20220101_20221231.nc
