Date,Depth,Temp,Salinity
2022-05-21 07:00:00,20,8.08,33.96
2022-05-21 07:00:00,30,7.54,33.98
2022-05-21 07:00:00,40,6.92,34.01
2022-05-21 07:00:00,50,6.62,34.01
2022-05-21 07:00:00,65,6.54,34.02
2022-05-21 07:00:00,80,6.29,34.01
2022-05-22 02:00:00,5,8.78,34.33
2022-05-22 02:00:00,10,8.54,34.04
2022-05-22 02:00:00,15,8.29,34.05
2022-05-22 02:00:00,20,8.22,34.05
2022-05-22 02:00:00,30,7.80,34.06
2022-05-22 02:00:00,40,7.21,34.09
2022-05-22 02:00:00,50,6.59,34.10
2022-05-22 02:00:00,65,6.20,34.10
2022-05-22 02:00:00,80,5.71,34.11
2022-05-22 02:00:00,100,5.46,34.11
2022-05-22 07:00:00,5,8.78,34.00
2022-05-22 07:00:00,10,8.44,34.01
2022-05-22 07:00:00,15,8.25,34.01
2022-05-22 07:00:00,20,8.20,34.01
2022-05-22 07:00:00,30,7.39,34.04
2022-05-22 07:00:00,40,6.96,34.04
2022-05-22 07:00:00,50,6.64,34.05
2022-05-22 07:00:00,65,6.18,34.06
2022-05-22 07:00:00,80,5.87,34.07
2022-05-22 07:00:00,100,5.87,34.07
2022-05-30 02:00:00,5,10.43,34.00
2022-05-30 02:00:00,10,10.09,33.97
2022-05-30 02:00:00,15,9.82,33.97
2022-05-30 02:00:00,20,9.41,33.98
2022-05-30 02:00:00,30,8.26,34.03
2022-05-30 02:00:00,40,8.10,34.04
2022-05-30 02:00:00,50,7.33,34.06
2022-05-30 02:00:00,65,6.60,34.07
2022-05-30 02:00:00,80,6.50,34.07
2022-05-30 02:00:00,100,6.42,34.07
2022-05-30 06:00:00,5,10.65,33.92
2022-05-30 06:00:00,10,10.65,33.92
2022-05-30 06:00:00,15,10.61,33.92
2022-05-30 06:00:00,20,9.90,33.97
2022-05-30 06:00:00,30,8.23,33.99
2022-05-30 06:00:00,40,7.94,33.99
2022-05-30 06:00:00,50,7.72,34.00
2022-05-30 06:00:00,65,6.84,34.02
2022-05-30 06:00:00,80,6.58,34.03
2022-05-30 06:00:00,100,6.54,34.03
2022-06-01 02:00:00,5,10.35,33.92
2022-06-01 02:00:00,10,10.35,33.92
2022-06-01 02:00:00,15,10.36,33.92
2022-06-01 02:00:00,20,10.34,33.92
2022-06-01 02:00:00,30,9.78,33.95
2022-06-01 02:00:00,40,8.80,33.98
2022-06-01 02:00:00,50,7.52,34.00
2022-06-01 02:00:00,65,6.60,34.03
2022-06-01 02:00:00,80,6.20,34.03
2022-06-01 02:00:00,100,5.92,34.04
2022-06-01 07:00:00,5,10.39,33.84
2022-06-01 07:00:00,10,10.37,33.87
2022-06-01 07:00:00,15,10.36,33.88
2022-06-01 07:00:00,20,10.10,33.90
2022-06-01 07:00:00,30,8.48,33.96
2022-06-01 07:00:00,40,8.07,33.96
2022-06-01 07:00:00,50,7.50,33.97
2022-06-01 07:00:00,65,6.55,33.99
2022-06-01 07:00:00,80,6.11,34.00
2022-06-01 07:00:00,100,5.75,34.01
2022-06-05 02:00:00,5,9.80,34.01
2022-06-05 02:00:00,10,9.80,34.00
2022-06-05 02:00:00,15,9.80,34.00
2022-06-05 02:00:00,20,9.80,33.99
2022-06-05 02:00:00,30,8.61,34.05
2022-06-05 02:00:00,40,7.62,34.08
2022-06-05 02:00:00,50,7.19,34.08
2022-06-05 02:00:00,65,6.67,34.09
2022-06-05 02:00:00,80,6.35,34.09
2022-06-05 02:00:00,100,6.08,34.10
2022-06-05 06:00:00,5,9.80,33.94
2022-06-05 06:00:00,10,9.80,33.94
2022-06-05 06:00:00,15,9.79,33.94
2022-06-05 06:00:00,20,9.79,33.94
2022-06-05 06:00:00,30,8.49,33.99
2022-06-05 06:00:00,40,8.14,34.01
2022-06-05 06:00:00,50,7.70,34.01
2022-06-05 06:00:00,65,7.07,34.04
2022-06-05 06:00:00,80,6.59,34.04
2022-06-05 06:00:00,100,6.23,34.05
2022-06-07 02:00:00,5,9.59,34.21
2022-06-07 02:00:00,10,9.59,33.92
2022-06-07 02:00:00,15,9.57,33.93
2022-06-07 02:00:00,20,9.50,33.94
2022-06-07 02:00:00,30,8.33,34.00
2022-06-07 02:00:00,40,7.66,34.02
2022-06-07 02:00:00,50,7.24,34.03
2022-06-07 02:00:00,65,6.54,34.04
2022-06-07 02:00:00,80,6.15,34.05
2022-06-07 02:00:00,100,5.72,34.06
2022-06-07 06:00:00,5,9.53,33.96
2022-06-07 06:00:00,10,9.52,33.96
2022-06-07 06:00:00,15,9.47,33.97
2022-06-07 06:00:00,20,8.57,34.03
2022-06-07 06:00:00,30,7.93,34.06
2022-06-07 06:00:00,40,7.26,34.07
2022-06-07 06:00:00,50,6.75,34.08
2022-06-07 06:00:00,65,6.46,34.08
2022-06-07 06:00:00,80,6.24,34.09
2022-06-07 06:00:00,100,6.04,34.09
2022-06-17 02:00:00,5,12.22,33.88
2022-06-17 02:00:00,10,11.44,33.87
2022-06-17 02:00:00,15,10.76,33.87
2022-06-17 02:00:00,20,10.32,33.88
2022-06-17 02:00:00,30,8.90,33.96
2022-06-17 02:00:00,40,8.04,33.99
2022-06-17 02:00:00,50,7.57,34.00
2022-06-17 02:00:00,65,7.14,34.01
2022-06-17 02:00:00,80,6.78,34.01
2022-06-17 02:00:00,100,6.33,34.02
2022-06-17 08:00:00,5,12.20,33.73
2022-06-17 08:00:00,10,11.92,33.73
2022-06-17 08:00:00,15,11.34,33.76
2022-06-17 08:00:00,20,11.04,33.78
